Date,Open,High,Low,Close,Adj Close,Volume
2021-05-04,50.779999,50.830002,49.150002,50.200001,50.200001,2545200
2021-05-05,50.639999,50.840000,49.520000,49.799999,49.799999,1364200
2021-05-06,49.599998,49.618999,48.130001,48.810001,48.810001,2334000
2021-05-07,49.529999,50.189999,49.099998,49.410000,49.410000,1501100
2021-05-10,48.730000,48.900002,46.950001,47.020000,47.020000,2754300
2021-05-11,44.970001,47.980000,44.810001,47.740002,47.740002,2783800
2021-05-12,46.799999,47.290001,45.645000,45.849998,45.849998,2241600
2021-05-13,46.259998,46.589001,44.105000,44.869999,44.869999,2679000
2021-05-14,45.540001,46.560001,45.299999,46.430000,46.430000,1054000
2021-05-17,46.009998,46.410000,45.410000,46.230000,46.230000,1129400
2021-05-18,46.330002,47.340000,46.049999,46.660000,46.660000,898600
2021-05-19,45.139999,46.639999,45.060001,46.580002,46.580002,1147900
2021-05-20,46.970001,48.240002,46.959999,48.090000,48.090000,1105400
2021-05-21,48.570000,48.599998,47.650002,47.740002,47.740002,944900
2021-05-24,47.980000,48.860001,47.799999,48.689999,48.689999,869100
2021-05-25,49.200001,49.570000,48.919998,49.060001,49.060001,883900
2021-05-26,49.500000,49.930000,49.369999,49.689999,49.689999,1395200
2021-05-27,49.759998,49.970001,48.919998,49.970001,49.970001,814200
2021-05-28,49.889999,50.389999,49.730000,49.830002,49.830002,936900
2021-06-01,50.520000,51.040001,50.009998,50.430000,50.430000,1324600
2021-06-02,50.150002,50.424999,49.950001,50.259998,50.259998,877700
2021-06-03,49.529999,49.720001,48.755001,48.830002,48.830002,939200
2021-06-04,49.180000,49.680000,49.099998,49.490002,49.490002,684500
2021-06-07,49.330002,49.900002,48.970001,49.860001,49.860001,608000
2021-06-08,50.009998,50.450001,49.299999,49.860001,49.860001,602800
2021-06-09,50.040001,50.490002,49.599998,49.619999,49.619999,708600
2021-06-10,49.630001,50.150002,49.450001,50.119999,50.119999,595800
